num	section	category	name	bank__MSB	bank__LSB	Patch
851	OTHER	SYNTH LEAD	2600 Sine 	84	6	83
852	OTHER	SYNTH LEAD	Saw Wave 	84	6	84
853	OTHER	SYNTH LEAD	OB2 Saw 	84	6	85
854	OTHER	SYNTH LEAD	Doctor Solo 	84	6	86
855	OTHER	SYNTH LEAD	Natural Lead 	84	6	87
856	OTHER	SYNTH LEAD	Syn.Calliope 	84	6	88
857	OTHER	SYNTH LEAD	Chiffer Lead 	84	6	89
858	OTHER	SYNTH LEAD	Charang 	84	6	90
859	OTHER	SYNTH LEAD	Wire Lead 	84	6	91
860	OTHER	SYNTH LEAD	Solo Vox 	84	6	92
861	OTHER	SYNTH LEAD	5th Saw Wave 	84	6	93
862	OTHER	SYNTH LEAD	Bass & Lead 	84	6	94
863	OTHER	SYNTH LEAD	Delayed Lead 	84	6	95
864	OTHER	SYNTH BRASS	80s Brass 1 	84	6	96
865	OTHER	SYNTH BRASS	80s Brass 2 	84	6	97
866	OTHER	SYNTH BRASS	80s Brass 3 	84	6	98
867	OTHER	SYNTH BRASS	80s Brass 4 	84	6	99
868	OTHER	SYNTH BRASS	80s Brass 5 	84	6	100
869	OTHER	SYNTH BRASS	80s Brass 6 	84	6	101
870	OTHER	SYNTH BRASS	80s Brass 7 	84	6	102
871	OTHER	SYNTH BRASS	80s Brass 8 	84	6	103
872	OTHER	SYNTH BRASS	Soft SynBrs1 	84	6	104
873	OTHER	SYNTH BRASS	Soft SynBrs2 	84	6	105
874	OTHER	SYNTH BRASS	Warm SynBrs 	84	6	106
875	OTHER	SYNTH BRASS	Brite SynBrs 	84	6	107
876	OTHER	SYNTH BRASS	Express Brs 	84	6	108
877	OTHER	SYNTH BRASS	EuroExpress1 	84	6	109
878	OTHER	SYNTH BRASS	JP Brass 1 	84	6	110
879	OTHER	SYNTH BRASS	JP Brass 2 	84	6	111
880	OTHER	SYNTH BRASS	Juno Brass 	84	6	112
881	OTHER	SYNTH BRASS	Ox Brass 	84	6	113
882	OTHER	SYNTH BRASS	Reso Brass 	84	6	114
883	OTHER	SYNTH BRASS	Wide SynBrs 	84	6	115
884	OTHER	SYNTH BRASS	106 Brass 	84	6	116
885	OTHER	SYNTH BRASS	Octa Brass 	84	6	117
886	OTHER	SYNTH BRASS	Poly Brass 1 	84	6	118
887	OTHER	SYNTH BRASS	Poly Brass 2 	84	6	119
888	OTHER	SYNTH BRASS	Dual Saw Brs 	84	6	120
889	OTHER	SYNTH BRASS	Jump Poly 	84	6	121
890	OTHER	SYNTH BRASS	Reso Key 1 	84	6	122
891	OTHER	SYNTH BRASS	EuroExpress2 	84	6	123
892	OTHER	SYNTH BRASS	Ox Synth 	84	6	124
893	OTHER	SYNTH BRASS	VintageBrs 1 	84	6	125
894	OTHER	SYNTH BRASS	VintageBrs 2 	84	6	126
895	OTHER	SYNTH BRASS	VintageBrs 3 	84	6	127
896	OTHER	SYNTH BRASS	VintageBrs 4 	84	6	128
897	OTHER	SYNTH BRASS	JP Brass 	84	7	1
898	OTHER	SYNTH BRASS	Oct SynBrass 	84	7	2
899	OTHER	SYNTH BRASS	Jump Brass 	84	7	3
900	OTHER	SYNTH BRASS	Synth Brass1 	84	7	4
901	OTHER	SYNTH BRASS	Synth Brass2 	84	7	5
902	OTHER	SYNTH BRASS	SynBrass sfz 	84	7	6
903	OTHER	SYNTH BRASS	Velo Brass 	84	7	7
904	OTHER	SYNTH POLY KEY	Syn Mallet 	84	7	8
905	OTHER	SYNTH POLY KEY	Heaven Key 	84	7	9
906	OTHER	SYNTH POLY KEY	PWM Pad 1 	84	7	10
907	OTHER	SYNTH POLY KEY	Poly Synth 	84	7	11
908	OTHER	SYNTH POLY KEY	Dream Trance 	84	7	12
909	OTHER	SYNTH POLY KEY	Dream Saws 	84	7	13
910	OTHER	SYNTH POLY KEY	Dream Pulse 	84	7	14
911	OTHER	SYNTH POLY KEY	Trance Synth 	84	7	15
912	OTHER	SYNTH POLY KEY	Trancy 	84	7	16
913	OTHER	SYNTH POLY KEY	Trance Keys 	84	7	17
914	OTHER	SYNTH POLY KEY	Trance Saws 	84	7	18
915	OTHER	SYNTH POLY KEY	Auto Trance1 	84	7	19
916	OTHER	SYNTH POLY KEY	Super Saws 1 	84	7	20
917	OTHER	SYNTH POLY KEY	Analog Saws 	84	7	21
918	OTHER	SYNTH POLY KEY	Uni-G 	84	7	22
919	OTHER	SYNTH POLY KEY	Digitaless 	84	7	23
920	OTHER	SYNTH POLY KEY	Bustranza 	84	7	24
921	OTHER	SYNTH POLY KEY	Super Saws 2 	84	7	25
922	OTHER	SYNTH POLY KEY	Poly Synth 2 	84	7	26
923	OTHER	SYNTH POLY KEY	Poly Synth 3 	84	7	27
924	OTHER	SYNTH POLY KEY	Poly Synth 4 	84	7	28
925	OTHER	SYNTH POLY KEY	Poly Synth 5 	84	7	29
926	OTHER	SYNTH POLY KEY	Poly Synth 6 	84	7	30
927	OTHER	SYNTH POLY KEY	Poly Synth 7 	84	7	31
928	OTHER	SYNTH POLY KEY	Juno Saw Key 	84	7	32
929	OTHER	SYNTH POLY KEY	Saw Key 1 	84	7	33
930	OTHER	SYNTH POLY KEY	Saw Key 2 	84	7	34
931	OTHER	SYNTH POLY KEY	Waspy Synth 	84	7	35
932	OTHER	SYNTH POLY KEY	Vintage Key 	84	7	36
933	OTHER	SYNTH POLY KEY	Ju-D Fifths 	84	7	37
934	OTHER	SYNTH POLY KEY	Reso Key 2 	84	7	38
935	OTHER	SYNTH POLY KEY	Fat Synth 	84	7	39
936	OTHER	SYNTH POLY KEY	DOC Stack 	84	7	40
937	OTHER	SYNTH POLY KEY	2 Saws 	84	7	41
938	OTHER	SYNTH POLY KEY	Hi Saw Band 	84	7	42
939	OTHER	SYNTH POLY KEY	Brite Synth 	84	7	43
940	OTHER	SYNTH POLY KEY	RAVtune 	84	7	44
941	OTHER	SYNTH POLY KEY	Pipe Key 	84	7	45
942	OTHER	SYNTH POLY KEY	Shroomy 	84	7	46
943	OTHER	SYNTH POLY KEY	AnalogDays 1 	84	7	47
944	OTHER	SYNTH POLY KEY	Sync Key 	84	7	48
945	OTHER	SYNTH POLY KEY	Detune Ramp 	84	7	49
946	OTHER	SYNTH POLY KEY	Reso Saw 	84	7	50
947	OTHER	SYNTH POLY KEY	EuroExpress3 	84	7	51
948	OTHER	SYNTH POLY KEY	Sweep Saw 	84	7	52
949	OTHER	SYNTH FX	Shimmer Pad 	84	7	53
950	OTHER	SYNTH FX	BUBBLE 1 	84	7	54
951	OTHER	SYNTH FX	CosmicDrops2 	84	7	55
952	OTHER	SYNTH FX	Enigmatic 	84	7	56
953	OTHER	SYNTH FX	Planetz 	84	7	57
954	OTHER	SYNTH FX	Sci-Fi 	84	7	58
955	OTHER	SYNTH FX	ResoSweep Dn 	84	7	59
956	OTHER	SYNTH FX	Jet Noise 	84	7	60
957	OTHER	SYNTH FX	Brandish 	84	7	61
958	OTHER	SYNTH FX	909 Fx 	84	7	62
959	OTHER	SYNTH FX	Zap 	84	7	63
960	OTHER	SYNTH FX	PolySweep Nz 	84	7	64
961	OTHER	SYNTH FX	Passing By 	84	7	65
962	OTHER	SYNTH FX	Lazer Points 	84	7	66
963	OTHER	SYNTH FX	Crystal Fx 	84	7	67
964	OTHER	SYNTH FX	Crystal Ice 	84	7	68
965	OTHER	SYNTH FX	Mad Noise 	84	7	69
966	OTHER	SYNTH FX	Robot Sci-Fi 	84	7	70
967	OTHER	SYNTH FX	Computer 1 	84	7	71
968	OTHER	SYNTH FX	Computer 2 	84	7	72
969	OTHER	SYNTH FX	S&H Noise 	84	7	73
970	OTHER	SYNTH FX	S&H Ramp 	84	7	74
971	OTHER	SYNTH FX	S&H PWM 	84	7	75
972	OTHER	SYNTH FX	S&H Saw 1 	84	7	76
973	OTHER	SYNTH FX	S&H Saw 2 	84	7	77
974	OTHER	SYNTH FX	Electrostar 	84	7	78
975	OTHER	SYNTH FX	Alpha Said 	84	7	79
976	OTHER	SYNTH FX	FX Ramp 	84	7	80
977	OTHER	SYNTH FX	Goblin 	84	7	81
978	OTHER	SYNTH FX	Echo Drops 	84	7	82
979	OTHER	SYNTH FX	Echo Bell 	84	7	83
980	OTHER	SYNTH SEQ PAD	Analog Seq 	84	7	84
981	OTHER	SYNTH SEQ PAD	Seq Pop 	84	7	85
982	OTHER	SYNTH SEQ PAD	Periscope 	84	7	86
983	OTHER	SYNTH SEQ PAD	Major 7 	84	7	87
984	OTHER	SYNTH SEQ PAD	Juno-D Maj7 	84	7	88
985	OTHER	SYNTH SEQ PAD	Sweet House 	84	7	89
986	OTHER	SYNTH SEQ PAD	Detune Saws 	84	7	90
987	OTHER	SYNTH SEQ PAD	Melodic Drum 	84	7	91
988	OTHER	SYNTH SEQ PAD	Detune Seq 	84	7	92
989	OTHER	SYNTH SEQ PAD	SequencedSaw 	84	7	93
990	OTHER	SYNTH SEQ PAD	Echo Pan 	84	7	94
991	OTHER	PULSATING	PanninFormnt 	84	7	95
992	OTHER	PULSATING	Fairy’s Song 	84	7	96
993	OTHER	PULSATING	Atmospherics 	84	7	97
994	OTHER	PULSATING	StrobeBell 1 	84	7	98
995	OTHER	PULSATING	StrobeBell 2 	84	7	99
996	OTHER	PULSATING	Flying Pad 1 	84	7	100
997	OTHER	PULSATING	Flying Pad 2 	84	7	101
998	OTHER	PULSATING	Flying Pad 3 	84	7	102
999	OTHER	PULSATING	Flying Pad 4 	84	7	103
1000	OTHER	PULSATING	Flying Pad 5 	84	7	104
1001	OTHER	PULSATING	Sine Magic 	84	7	105
1002	OTHER	PULSATING	Pulsatron 	84	7	106
1003	OTHER	PULSATING	Motion Bass 	84	7	107
1004	OTHER	PULSATING	Trance Splt 	84	7	108
1005	OTHER	PULSATING	Rhythmic 5th 	84	7	109
1006	OTHER	PULSATING	Rhythmic 1 	84	7	110
1007	OTHER	PULSATING	Rhythmic 2 	84	7	111
1008	OTHER	PULSATING	Mega Sync 1 	84	7	112
1009	OTHER	PULSATING	StrobeBell 3 	84	7	113
1010	OTHER	PULSATING	Strobe 1 	84	7	114
1011	OTHER	PULSATING	Strobe 2 	84	7	115
1012	OTHER	PULSATING	Strobe 3 	84	7	116
1013	OTHER	PULSATING	Strobe 4 	84	7	117
1014	OTHER	PULSATING	LFO Saw 	84	7	118
1015	OTHER	PULSATING	Keep Going 	84	7	119
1016	OTHER	PULSATING	Keep Running 	84	7	120
1017	OTHER	PULSATING	Electrons 	84	7	121
1018	OTHER	PULSATING	BriskVortex 	84	7	122
1019	OTHER	PULSATING	LFO Vox 	84	7	123
1020	OTHER	PULSATING	Pulsasaw 	84	7	124
1021	OTHER	PULSATING	Arposphere 	84	7	125
1022	OTHER	PULSATING	Mega Sync 2 	84	7	126
1023	OTHER	BEAT GROOVE	Compusonic 1 	84	7	127
1024	OTHER	BEAT GROOVE	Compusonic 2 	84	7	128
1025	OTHER	BEAT GROOVE	Compusonic 3 	84	8	1
1026	OTHER	BEAT GROOVE	Compusonic 4 	84	8	2
1027	OTHER	BEAT GROOVE	Compusonic 5 	84	8	3
1028	OTHER	BEAT GROOVE	AnalogDays 2 	84	8	4
1029	OTHER	BEAT GROOVE	Groove 007 	84	8	5
1030	OTHER	BEAT GROOVE	Juno Pop 	84	8	6
1031	OTHER	BEAT GROOVE	Auto Trance2 	84	8	7
1032	OTHER	BEAT GROOVE	In Da Groove 	84	8	8
1033	OTHER	BEAT GROOVE	80s Beat 	84	8	9
1034	OTHER	HIT	Cheezy Movie 	84	8	10
1035	OTHER	HIT	Mod Chord 	84	8	11
1036	OTHER	HIT	Housechord 	84	8	12
1037	OTHER	HIT	OrchestraHit 	84	8	13
1038	OTHER	HIT	Bass Hit 	84	8	14
1039	OTHER	HIT	6th Hit 	84	8	15
1040	OTHER	HIT	Euro Hit 	84	8	16
1041	OTHER	SOUND FX	Seashore 	84	8	17
1042	OTHER	SOUND FX	Rain 	84	8	18
1043	OTHER	SOUND FX	Thunder 	84	8	19
1044	OTHER	SOUND FX	Wind 	84	8	20
1045	OTHER	SOUND FX	Stream 	84	8	21
1046	OTHER	SOUND FX	Bubble 	84	8	22
1047	OTHER	SOUND FX	Bird 1 	84	8	23
1048	OTHER	SOUND FX	Dog 	84	8	24
1049	OTHER	SOUND FX	Horse Gallop 	84	8	25
1050	OTHER	SOUND FX	Bird 2 	84	8	26
1051	OTHER	SOUND FX	Telephone 1 	84	8	27
1052	OTHER	SOUND FX	Telephone 2 	84	8	28
1053	OTHER	SOUND FX	DoorCreaking 	84	8	29
1054	OTHER	SOUND FX	Door 	84	8	30
1055	OTHER	SOUND FX	Scratch 	84	8	31
1056	OTHER	SOUND FX	Scratch 2 	84	8	32
1057	OTHER	SOUND FX	Wind Chimes 	84	8	33
1058	OTHER	SOUND FX	Helicopter 	84	8	34
1059	OTHER	SOUND FX	Car Engine 	84	8	35
1060	OTHER	SOUND FX	Car Stop 	84	8	36
1061	OTHER	SOUND FX	Car Pass 	84	8	37
1062	OTHER	SOUND FX	Car Crash 	84	8	38
1063	OTHER	SOUND FX	Siren 	84	8	39
1064	OTHER	SOUND FX	Train 	84	8	40
1065	OTHER	SOUND FX	Jetplane 	84	8	41
1066	OTHER	SOUND FX	Starship 	84	8	42
1067	OTHER	SOUND FX	Burst Noise 	84	8	43
1068	OTHER	SOUND FX	Applause 	84	8	44
1069	OTHER	SOUND FX	Laughing 	84	8	45
1070	OTHER	SOUND FX	Screaming 	84	8	46
1071	OTHER	SOUND FX	Punch 	84	8	47
1072	OTHER	SOUND FX	Heart Beat 	84	8	48
1073	OTHER	SOUND FX	Footsteps 	84	8	49
1074	OTHER	SOUND FX	Gun Shot 	84	8	50
1075	OTHER	SOUND FX	Machine Gun 	84	8	51
1076	OTHER	SOUND FX	Laser Gun 	84	8	52
1077	OTHER	SOUND FX	Explosion 	84	8	53
1078	OTHER	SOUND FX	GM2 SFX 	84	8	54
1079	OTHER	PERCUSSION	Timpani 	84	8	55
1080	OTHER	PERCUSSION	Ride Cymbal 	84	8	56
1081	OTHER	PERCUSSION	Castanets 	84	8	57
1082	OTHER	PERCUSSION	Taiko 	84	8	58
1083	OTHER	PERCUSSION	Concert BD 	84	8	59
1084	OTHER	PERCUSSION	Melo. Tom 1 	84	8	60
1085	OTHER	PERCUSSION	Melo. Tom 2 	84	8	61
1086	OTHER	PERCUSSION	Synth Drum 	84	8	62
1087	OTHER	PERCUSSION	808 Tom 	84	8	63
1088	OTHER	PERCUSSION	Elec Perc 	84	8	64
1089	OTHER	PERCUSSION	Reverse Cymb 	84	8	65
1090	OTHER	PERCUSSION	Agogo 	84	8	66
1091	OTHER	PERCUSSION	Woodblock 	84	8	67
1092	OTHER	DRUMS	Standard 1 	84	8	68
1093	OTHER	DRUMS	Standard 2 	84	8	69
1094	OTHER	DRUMS	Standard 3 	84	8	70
1095	OTHER	DRUMS	Rock Kit 	84	8	71
1096	OTHER	DRUMS	Jazz Kit 	84	8	72
1097	OTHER	DRUMS	Brush Kit 	84	8	73
1098	OTHER	DRUMS	Machine Kit 	84	8	74
1099	OTHER	DRUMS	R&B T-Analog 	84	8	75
1100	OTHER	DRUMS	R&B Mini Kit 	84	8	76
1101	OTHER	DRUMS	HipHop Kit 	84	8	77
1102	OTHER	DRUMS	R&B Kit 	84	8	78
1103	OTHER	DRUMS	Dance Kit 1 	84	8	79
1104	OTHER	DRUMS	Dance Kit 2 	84	8	80
1105	OTHER	DRUMS	Dance Kit 3 	84	8	81
1106	OTHER	DRUMS	GM2 STANDARD 	84	8	82
1107	OTHER	DRUMS	GM2 ROOM 	84	8	83
1108	OTHER	DRUMS	GM2 POWER 	84	8	84
1109	OTHER	DRUMS	GM2 ELECTRIC 	84	8	85
1110	OTHER	DRUMS	GM2 ANALOG 	84	8	86
1111	OTHER	DRUMS	GM2 JAZZ 	84	8	87
1112	OTHER	DRUMS	GM2 BRUSH 	84	8	88
1113	OTHER	DRUMS	GM2 ORCHSTRA 	84	8	89
